"name","state","city","phone","website","address"
"Cherrywood Golf Club","MI","Ottawa Lake","+1-734-856-6669","http://www.cherrywoodgolfclub.com/","7910 Whiteford Center Road, Ottawa, MI, 49267"
"Cheshire Hills Golf Course","MI","Allegan","+1-269-673-2882","https://www.cheshirehills.com/","3829 102nd Avenue, Allegan, MI, 49010"
"Chestnut Hills","MI","Bear Lake","","https://www.chestnutgolf.com/",""
"Chestnut Valley Golf Course","MI","Harbor Springs","+1-231-526-9100","https://chestnutvalleygolf.com/","1875 Clubhouse Drive, Harbor Springs, MI, 49740"
"Chikaming Country Club","MI","Lakeside","","",""
"Chisholm Hills Country Club","MI","Lansing","+1-517-694-0169","http://www.chisholmhills.com/","2395 Washington Road, Lansing, MI, 48911"
"Clark Lake Golf Course","MI","Brooklyn","+1-517-592-6259","https://www.clarklakegolfcourse.com/","5535 Wesch Road, Brooklyn, MI, 49230"
"Clear Lake Golf Club","MI","Big Rapids","+1-231-796-8200","https://clearlakegolfclub.com/","14777 150th Avenue, Big Rapids, MI, 49307"
"Clearbrook","MI","Saugatuck","+1-269-857-2000","https://clearbrookgolfclub.com/","6494 Clearbrook Drive, Saugatuck, MI, 49453"
"Clio Country Club","MI","Clio","+1-810-686-0211","https://www.cliocountryclub.com/","13141 North Linden Road, Clio, MI, 48420"
"Coldwater Golf Course","MI","Coldwater","+1 517 279 2100","https://coldwatergolfcourse.com/","270 Narrows Road, Coldwater, MI, 49036"
"College Fields Golf Club","MI","Okemos","+1-517-332-8100","https://www.collegefields.net/","3800 Hagadorn Road, Okemos, MI, 48864"
"Colonial Golf Course","MI","Hart","","https://www.colonialgolfhart.com/","2763 N 72nd Ave, Hart, MI, 49420"
"Concord Hills Golf Course","MI","Concord","","",""
"Copper Creek Golf Course","MI","Farmington Hills","","http://www.coppercreekgolf.net/",""
"Copper Ridge Golf Club","MI","Davison","+1-810-658-7775","https://golfcopperridge.com/","8475 East Atherton Road, Davison, MI, 48423"
"Country Club of Detroit","MI","Grosse Pointe Farms","+1-313-881-8000","http://www.ccofd.com/","220 Country Club Drive, Grosse Pointe Farms, MI, 48236"
"Country Club of Jackson","MI","Jackson","+1-517-783-2661","https://countryclubofjackson.com/","3135 Horton Road, Jackson, MI, 49203"
"Country Club of Lansing","MI","Lansing","","https://www.cclansing.org/",""
"County Line Golf Course","MI","Reese","+1-989-868-4991","https://www.countylinegolfcourse.com/","989-868-4991 South Reese Road, Reese, MI, 48757"
"Coyote Golf Club","MI","New Hudson","+1-248-486-1228","https://www.coyotegolfclub.com/","28700 Milford Road, New Hudson, MI, 48165"
"Coyote Preserve Golf Club","MI","Fenton","+1-810-714-3206","https://www.coyotepreserve.com/","9218 Preserve Drive, Fenton, MI, 48430"
"Cracklewood Golf Club!","MI","Macomb","","http://www.cracklewood.com/",""
"Crestview Golf Club","MI","Kalamazoo","","","900 West D Avenue, Kalamazoo, MI"
"Crestview Golf Course","MI","Zeeland","+1-616-875-8101","https://crestviewgolf.com/","6279 96th Avenue, Zeeland, MI, 49464"
"Crooked Creek Golf Course","MI","Saginaw","+1-989-781-0050","http://www.thecreekandthevalley.com/golf/crookedcreek/ccindex.php","9387 Gratiot Road, Saginaw, MI, 49609"
"Crooked Tree Golf Club","MI","Petoskey","+1-231-439-4030","https://www.boyne.com/bayharbor/golf/courses/crooked-tree-golf-club",""
"Crystal Downs Country Club","MI","Frankfort","","",""
"Crystal Lake Golf Club","MI","Beulah","+1-231-882-4061","https://clgolfclub.com/","8493 Fairway Drive, Beulah, MI, 49617"
"Crystal View Golf Course","MI","Crystal Falls","+1-906-875-3029","https://crystalfalls.org/golfing.htm",""
"Davison Country Club","MI","Davison","+1-810-658-5211","https://davisoncc.com/","9512 East Lippincott Boulevard, Davison, MI, 48423"
"Dearborn Country Club","MI","Dearborn","","https://www.dearborncountryclub.net/",""
"Dearborn Hills","MI","Dearborn","","https://www.dearbornhills.com/",""
"Deer Run Golf at Lakes of the North","MI","Mancelona","+1-231-585-6800","https://www.deerrungc.com/","8151 Pineview Drive, Mancelona, MI, 49659"
"Deer Run Golf Club","MI","Horton","","",""
"Deme Acres Golf Course","MI","Petersburg","","https://www.demeacres.com/",""
"Detroit Golf Club","MI","Detroit","","https://www.detroitgolfclub.org/","17911 Hamilton Road, Detroit, MI, 48203"
"Devil's Knob Golf Course","MI","Harrison","","",""
"Devils Lake Golf Course","MI","Manitou Beach","+1-517-547-3653","https://devilslakegolfcourse.com/","14600 US 223, Manitou Beach, MI"
"Diamond Springs Golf Course","MI","Hamilton","+1-269-751-4545","https://www.diamondspringsgolf.com/","3400 34th Street, Hamilton, MI, 49419"
"Donald Ross Memorial","MI","Harbor Springs","+1-800-462-6963","https://www.boyne.com/boynehighlands/golf/courses/donald-ross-memorial","250 Heather Drive, Harbor Springs, MI, 49740"
"Dowagiac Elk's Golf Course","MI","Dowagiac","","","300 Riverside Drive, Dowagiac, MI, 49047"
"Downing Farms Golf Course","MI","Northville","","",""
"Driving Range","MI","Au Gres","","",""
"Duck Lake Country Club","MI","Albion","+1-517-629-9015","http://www.ducklakecc.com/","2827 Country Club Way, Albion, MI, 49224"
"Dundee Golf Club","MI","Dundee","","",""
"Dunes Golf Club","MI","Empire","","https://www.dunesgolf.com/",""
"Dunham Hills Golf Club","MI","Hartland","+1-248-887-9170","https://www.dunhamhills.com/","13561 Dunham Road, Hartland, MI, 48353"
"Dunmaglas Golf Club","MI","Charlevoix","+1-231-547-4653","https://www.dunmaglas.com/","09031 Boyne City Road, Charlevoix, MI, 49720"
"Dutch Hollow Golf Club","MI","Durand","+1-989-288-3960","https://www.dutchhollowdurand.com/","8500 East Lansing Road, Durand, MI, 48429"
"Eagle Crest Resort","MI","Ypsilanti","","https://www.eaglecrestresort.com/",""
"Eagle Eye Golf Club","MI","Bath","+1-517-641-4570","https://www.hawkhollow.com/eagle_eye_about.php","15500 Chandler Road, Bath, MI, 48808"
"Eagle Glen Golf Course","MI","Farwell","+1-989-588-4424","https://www.golfeagleglen.biz/","1251 Clubhouse Drive, Farwell, MI, 48622"
"Eagle Ridge Golf Club","MI","Glennie","","https://www.golfglennie.com/",""
"Eagle View Golf Club","MI","Mason","+1-517-676-5366","http://www.eagleviewgolfclub.com/","2602 Tomlinson Road, Mason, MI, 48854"
"Edgewood Country Club","MI","Commerce Township","+1-248-363-7112","http://www.edgewoodcountryclub.org/","8399 Commerce Road, Commerce, MI, 48382"
"Edmore Golf Course","MI","Edmore","","",""
"Egypt Valley Country Club","MI","Ada","+1-616-676-2626","https://www.egyptvalley.com/","7333 Knapp Street Northeast, Ada, MI, 49301"
"Eldorado","MI","Cadillac","","https://www.golfeldorado.com/",""
"Elk Rapids Golf Club","MI","Elk Rapids","","https://golfelkrapids.com/",""
"Ella Sharp Park Golf Course","MI","Jackson","+1-517-788-4066","https://www.ellasharppark.com/golf/",""
"Elmbrook Golf Course","MI","Traverse City","","https://www.elmbrookgolf.com/","1750 Townline Road, Traverse City, MI, 49686"
"Emerald Vale Golf Club","MI","Manton","","https://www.emeraldvale.com/",""
"Escanaba Country Club","MI","Escanaba","","https://www.escanabacc.com/",""
"Evergreen Golf Course","MI","Hudson","","",""
"Evergreen Hills Golf Course","MI","Southfield","","http://www.golfsouthfield.com/",""
"Fairview Hills Golf Club","MI","Mio","+1-989-848-5810","https://fairviewhillsgolfclub.com/","1481 Caldwell Road, Mio, MI, 48647"
"Farmington Hills Golf Club","MI","Farmington","","https://www.ci.farmington-hills.mi.us/Community/FHGolfCourse/FHGolfClub.asp","37777 11 Mile Court, Farmington Hills, MI, 48335"
"Faulkwood Shores Golf Club","MI","Howell","+1-517-546-4180","https://faulkwoodshoresgolf.com/","300 South Hughes Road, Howell, MI, 48843"
"Fenton Farms Golf Club","MI","Fenton","","https://www.fentonfarms.com/","12312 Torrey Road, Fenton, MI, 48430"
"Fern Hill Golf Club","MI","Clinton Township","+1-586-286-4700","https://www.fernhillgc.com/","17600 Clinton River Road, Clinton Township, MI, 48038"
"Fieldstone Golf Club","MI","Auburn Hills","+1-248-370-9354","https://www.fieldstonegolfclub.com/","1984 Taylor Road, Auburn Hills, MI, 48326"
"Firefly Golf Links","MI","Clare","+1-989-386-3510","http://www.fireflygolflinks.com/","7795 South Clare Avenue, Clare, MI, 48617"
"Flint Golf Club","MI","Flint","+1-810-743-6750","https://flintgolfclub.com/","3100 Lakewood Drive, Flint, MI, 48507"
"Flushing Valley Golf Club","MI","Flushing","+1-810-487-0792","https://flushingvalleycc.com/","1124 West Main Street, Flushing, MI, 48433"
"Forest Akers East","MI","East Lansing","","",""
"Forest Akers West","MI","East Lansing","","",""
"Forest Dunes Golf Club","MI","Roscommon","","",""
"Forest Lake Country Club","MI","Bloomfield Hills","+1-248-332-8300","https://www.flcc.us/","1401 Club Drive, Bloomfield Hills, MI, 48302"
"Four Lakes Country Club","MI","Edwardsburg","","http://fourlakescc.com/",""
"Fox Creek Golf Course","MI","Livonia","+1-248-471-3400","https://www.golflivonia.com/foxcreek/","36000 7 Mile Road, Livonia, MI, 48152"
"Fox Hills Country Club","MI","Plymouth","+1-734-453-7272","https://www.foxhills.com/","8768 North Territorial Road, Plymouth, MI, 48170"
"Fox Run Country Club","MI","Grayling","","https://www.foxruncc.com/",""
"Franklin Hills Country Club","MI","Franklin","+1-248-851-2200","https://www.franklinhills.com/","31675 Inkster Road, Franklin, MI, 48025"
"Garland Lodge & Resort","MI","Lewiston","","",""
"Gauss' Green Valley Golf Course","MI","Jackson","+1-517-764-0270","","5751 Brooklyn Road, Jackson, MI, 49201"
"Gaylord Country Club","MI","Gaylord","","https://www.gaylordcountryclub.com/",""
"Genesee Valley Meadows Golf Course","MI","Swartz Creek","","",""
"Gentz's Homestead Golf Course","MI","Marquette","","",""
"George Young Golf Course","MI","Gaastra","+1-906-265-3401","https://www.experienceyoungs.com/","159 Youngs Lane, Iron River, MI, 49935"
"Georgetown Country Club","MI","Ann Arbor","+1-734-971-5500","http://www.georgetowncc.org/","1365 King George Boulevard, Ann Arbor, MI, 48108"
"Giant Oak Golf Club","MI","Temperance","","https://www.giantoakgolfclub.com/",""
"Glacier Club Golf Course","MI","Washington","+1-586-786-0800","http://www.glacierclub.com/","8000 Glacier Club Drive, Washington, MI, 48094"
"Gladstone Golf Club","MI","Gladstone","","https://www.gladstonegolf.com/",""
"Gladwin Heights Golf Course","MI","Gladwin","","",""
"Glen Oaks Golf Course","MI","Farmington Hills","+1-248-851-8356","http://www.destinationoakland.com/parksandtrails/golf/glenoaks/Pages/default.aspx","30500 13 Mile Road, Farminton Hills, MI, 48334"
"Glenbrier Golf Course","MI","Perry","+1-517-625-3800","https://www.glenbrier.com/","4178 West Locke Road, Perry, MI, 48872"
"Glenhurst Golf Course","MI","Redford","+1-313-387-2700;+1-313-592-8758","https://golfredford.com/about/","25345 West 6 Mile Road, Redford, MI, 48240"
"Glenkerry Golf Course","MI","Greenville","+1-616-225-4653","https://www.golfglenkerry.com/","1413 East Kent Road, Greenville, MI, 48838"
"Gogebic Country Club","MI","Ironwood","+1-906-932-2515","https://www.gogebiccountryclub.com/","200 Country Club Road, Ironwood, MI, 49938"
"Golden Hawk Golf Club","MI","Casco Township","+1-586-727-4681","http://goldenhawk.phantomgolf.com/","9861 Meisner Road, Casco, MI, 48064"
"Goodrich Country Club","MI","Goodrich","+1-810-636-2493","https://www.goodrichcountryclub.com/","10080 Hegel Road, Goodrich, MI, 48438"
"Gowanie Country Club","MI","Mount Clemens","+1-586-468-1431","https://gowaniegc.memberstatements.com/","24770 South River Road, Mount Clemens, MI, 48046"
"Gracewil Country Club","MI","Grand Rapids","+1-616-784-2455","http://www.gracewil.com/","2597 4 Mile Road Northwest, Grand Rapids, MI, 49544"
"Grand Beach Golf Course","MI","New Buffalo","","",""
"Grand Ledge Country Club","MI","Grand Ledge","+1-517-627-2495","https://www.grandledgecountryclub.com/","5811 East Saint Joseph Highway, Grand Ledge, MI, 48837"
"Grand View Golf Course","MI","New Era","+1-231-861-6616","http://www.grandviewgolfcourse.net/","5464 South 68th Avenue, New Era, MI, 49446"
"Grande Golf Club","MI","Jackson","","",""
"Grandview Golf Club","MI","Kalkaska","+1-231-258-3244","https://grandviewgolf.net/","3003 Hagni Road Northeast, Kalkaska, MI, 49646"
"Grayling Country Club","MI","Grayling","+1-989-348-5618","http://www.graylingcountryclub.net/","2122 South I 75 Business Loop, Grayling, MI, 49738"
"Great Oaks Country Club","MI","Rochester","+1-248-651-5200","https://www.greatoakscc.com/","777 Great Oaks Boulevard, Rochester, MI, 48307"
"Green Acres Golf Course","MI","Bridgeport","+1-989-777-3510","https://www.greenacresgc.net/","7323 Dixie Highway, Bridgeport, MI, 48722"
"Green Hills Golf Course","MI","Pinconning","","http://greenhillsgolfmi.com/",""
"Green Meadows Golf Course","MI","Monroe","+1-734-242-5566","https://www.greenmeadowsgolf.com/","1555 Strasburg Road, Monroe, MI, 48161"
"Green Oaks Golf Course","MI","Ypsilanti","+1 734-485-0881","https://ytown.org/index.php/green-oaks-golf-course","1775 East Clark Road, Ypsilanti, MI, 48198"
"Green Trees Golf Course","MI","Gaylord","","","262 North Townline Road, Gaylord, MI, 49735"
"Green Valley Golf Course","MI","Sturgis","+1-269-651-6331","https://www.greenvalleygolfnow.com/","25379 Fawn River Road, Sturgis, MI, 49091"
"Greenbriar Golf Course","MI","Brooklyn","","",""
"Greenbrier Golf Club","MI","Mayville","","",""
"Greystone Golf Club","MI","Romeo","+1-586-752-7030","https://www.golfgreystone.com/","67500 Mound Road, Washington, MI, 48095"
"Groesbeck Golf Course","MI","Lansing","","",""
"Grosse Ile Golf & Country Club","MI","Grosse Ile","+1-734-676-1166","https://gigcc.com","9339 Bellevue Road, Grosse Ile, MI, 48138"
"Gull Lake Country Club","MI","Richland","+1 269 629 9714","https://www.gulllakecc.com/","9725 West Gull Lake Drive, Richland, MI, 49083"
"Gull Lake View East","MI","Augusta","","https://www.gulllakeview.com/golf-glve.html",""
"Gull Lake View West","MI","Augusta","","https://www.gulllakeview.com/golf-glvw.html",""
"Gun Ridge Golf Course","MI","Hastings","+1-269-948-8366","https://www.gunridgegolf.com/","4460 Gun Lake Road, Hastings, MI, 49058"
"Hadley Acres Golf Club","MI","Metamora","","",""
"Hampshire Country Club","MI","Dowagiac","+1-269-782-7476","https://www.hampshire36.com/","29592 Pokagon Highway, Dowagiac, MI, 49047"
"Hampton Golf and Country Club","MI","Rochester Hills","+1-248-852-3250","https://golfthehampton.com/","2600 Club Drive, Rochester Hills, MI, 48307"
"Hankerd Hills Golf Course","MI","Pleasant Lake","","http://www.hankerdhills.com/",""
"Harbor Point Golf Club","MI","Harbor Springs","+1-231-526-2951","https://www.harborpointgolfclub.com/","8475 South Lake Shore Drive, Harbor Springs, MI, 49740"
"Harbor Shores","MI","Benton Harbor","+1-269-927-4653","https://www.harborshoreslife.com/golf.html","201 Graham Avenue, Benton Harbor, MI, 49022"
"Hartland Glen Golf Club","MI","Hartland","+1-248-887-3777","https://www.hartlandglen.com/","12400 Highland Road, Hartland, MI, 48353"
"Hawk Hollow Golf Course","MI","Bath","+1-517-641-4295","https://www.hawkhollow.com/hawk_about.php","15101 Chandler Road, Bath, MI, 48808"
"Hawk Meadows","MI","Howell","+1-517-546-4635","https://www.hawkmeadows.com/","410 East Marr Road, Howell, MI, 48855"
"Hawk's Eye Golf Course","MI","Bellaire","+1-866-868-8181","https://www.golfbellaire.com/","2620 Hawk's Eye Drive, Bellaire, MI, 49615"
"Hawkshead Links Golf Course","MI","South Haven","+1 269 639 2121","https://www.hawksheadlinks.com/","523 Hawks Nest Drive, South Haven, MI, 49090"
"Heather Highlands Golf Club","MI","Holly","+1-248-634-6800","https://www.heatherhighlands.com/","11450 East Holly Road, Holly, MI, 48442"
"Heather Hills Golf Course","MI","Romeo","+1-810-798-3971","https://www.heatherhills.net/","3100 McKail Road, Romeo, MI, 48065"
"Heatherwoods Golf Course","MI","Charlevoix","+1-231-547-9796","https://www.chxcountryclub.com/","9600 Clubhouse Drive, Charlevoix, MI, 49720"
"Hemlock Golf Club","MI","Ludington","","https://www.hemlockgolfclub.com/",""
"Heritage Glen Golf Club","MI","Paw Paw","","",""
"Hessel Ridge Golf","MI","Hessel","","https://www.hesselridge.com/",""
"Hickory Creek Golf Course","MI","Ypsilanti","+1-734-454-1850","https://www.hickorycreekgolf.com/","3625 Napier Road, Ypsilanti, MI, 48198"
"Hickory Hill Golf Course","MI","Wixom","","","2307 Orland, Wixom, MI, 48393"
"Hickory Hills Golf Course","MI","Fenwick","","",""
