"name","state","city","phone","website","address"
"Hillview Country Club","IN","Franklin","+1-317-736-5555","https://www.golfhillviewcc.com/","1800 East King Street Franklin IN 46131"
"Holliday Farms","IN","Zionsville","+1-317-973-5045","https://www.hollidayfarmszionsville.com/","3950 Club Ridge Estates Zionsville IN 46077"
"Honeywell Golf Course","IN","Wabash","","",""
"Hoosier Links Golf Club","IN","Milan","+1-812-654-2440","https://hoosierlinksgolf.com/","488 Country Club Drive Milan IN 47031"
"Horseshoe Bend Golf Course","IN","Lewisville","","",""
"Hulman Links Golf Course","IN","Terre Haute","","","990 Chamberlain St. Terre Haute IN 47803"
"Idle Creek Golf Course","IN","Terre Haute","+1-812-299-5353","https://www.idlecreek.com/golf-course/",""
"Innsbrook Country Club","IN","Merrillville","","",""
"Ironwood Golf Club","IN","Fishers","+1-317-842-0551","https://www.ironwoodgc.com/","10955 Fall Road Fishers IN 46038"
"Juday Creek Golf Course","IN","Granger","+1-574-277-4653","https://www.judaycreek.com/","14770 Lindy Drive Granger IN 46530"
"Kampen Golf Course","IN","West Lafayette","","",""
"Knollwood Country Club - East Course","IN","Granger","","",""
"Knollwood Country Club - West Course","IN","Granger","","",""
"Kokomo Country Club","IN","Kokomo","","",""
"Lake James Golf Course","IN","Angola","+1-260-833-3967","https://www.golflakejames.com/","1445 West 275 North Angola IN 46703"
"Lakes of the Four Seasons Golf Course","IN","Crown Point","","",""
"Legacy Hills Golf Club","IN","La Porte","+1-219-324-4777","https://www.legacyhillsgolfclub.com/","299 W. Johnson Road LaPorte IN 46350"
"Links Golf Club","IN","New Palestine","+1-317-861-4466","https://www.linksindy.com/","11425 N PR Links Lane New Palestine IN 46163"
"Logansport Country Club","IN","Logansport","","",""
"Long Beach Country Club","IN","Michigan City","","https://www.longbeachcc.org/",""
"Lost Marsh Golf Course","IN","Hammond","","","1001 129th Street Hammond IN 46320"
"Lucas Oil Golf Course","IN","English","","",""
"Maple Creek Golf and Country Club","IN","Indianapolis","+1-317-894-3837","https://www.maplecreekgc.com/","10501 East 21st Street Indianapolis IN 46229"
"Maplecrest Country Club","IN","Goshen","+1-574-533-3079","https://www.maplecrestcountryclub.org/","611 Hackett Road Goshen IN 46526"
"Martinsville Golf Club","IN","Martinsville","+1 765 342 4336","https://martinsvillegolfclub.com/","1510 State Road 37 North Martinsville IN 46151"
"Maxwelton Golf Club","IN","Syracuse","+1-574-457-3504","https://www.maxweltongolf.com/","5721 East Elkhart County Line Road Syracuse IN 46567"
"McCormick Creek Golf Course","IN","Nappanee","+1 574-773-2725","https://mccormickcreekgc.com/","1300 North Oakland Avenue IN"
"Meadow Valley Golf Club","IN","Middlebury","+1-574-825-3422","https://www.meadowvalleygc.com/","57600 State Road 13 Middlebury IN 46540"
"Meadowbrook Golf Course","IN","Anderson","+1 765 644 9754","https://meadowbrookgolfcourse.com/","3429 Madison Avenue Anderson IN 46013"
"Memorial Park Golf Course","IN","New Castle","","",""
"Meridian Hills County Club","IN","Indianapolis","+1-317-255-2496","https://www.meridianhillscc.org/","7099 Spring Mill Road Indianapolis IN 46260"
"Michigan City Municipal Golf Course","IN","Michigan City","+1-219-873-1516","https://www.michigancitygolfcourse.com/","4000 East Michigan Boulevard Michigan City IN 46360"
"Morning Star Golf Course","IN","Indianapolis","","",""
"Morris Park Country Club","IN","South Bend","","",""
"Muncie Elks Country Club","IN","Muncie","+1 765 759 7770","http://www.muncieelks245.com/","909 North County Road 500 West Muncie IN 47304"
"North Branch Golf Course","IN","Greensburg","+1-812-663-6062","https://www.northbranchgc.com/","8492 East Base Road Greensburg IN 47240"
"Oak Knoll Golf Course","IN","Crown Point","+1-219-663-3349","https://www.golfoakknoll.net/","11200 Whitcomb Street Crown Point IN 46307"
"Oak Meadow Country Club","IN","Evansville","","","Evansville IN 47725"
"Oak Ridge Golf Course","IN","Brazil","","","9784 North County Road 300 East Brazil IN 47834"
"Oaktree Golf Course","IN","Plainfield","+1-317-839-6205","http://www.oaktreegc.com/","4712 East U.S. 40 Plainfield IN 46168"
"Old Capital Golf Club","IN","Corydon","+1-812-738-2277","https://oldcapitalgolf.com/","1605 Hwy 62 NE Corydon IN 47112"
"Old Oakland Golf Club","IN","Indianapolis","+1-317-823-4791","https://www.oldoaklandgolfclub.com/","11611 East 75th Street Indianapolis IN 46236"
"Orchard Ridge Country Club","IN","Fort Wayne","","","4531 Lower Huntington Road Fort Wayne IN 46809"
"Otter Creek Golf Course","IN","Columbus","","",""
"Palmira Golf Club","IN","Saint John","+1-219-365-4331","https://www.palmiragolf.com/","12111 West 109th Street Saint John IN 46373"
"Pebble Brook Golf Club","IN","Noblesville","","",""
"Pete Dye Course","IN","French Lick","","",""
"Pfau Golf Course at Indiana University","IN","Bloomington","","https://thepfaucourse.com/","1492 North State Road 45 46 Bypass Bloomington IN 47408"
"Phil Harris Golf Course","IN","Linton","","https://www.cityoflinton.com/philharris/",""
"Pine Valley Country Club","IN","Fort Wayne","+1-260-637-3145","https://www.pinevalleycc.com/","10900 Pine Mills Road Fort Wayne IN 46845"
"Pleasant Run Golf Club","IN","Indianapolis","+1-317-357-0829","https://www.prssgolf.com/","601 North Arlington Avenue Indianapolis IN 46219"
"Plum Creek Golf Course","IN","Carmel","+1-317-573-9900","https://www.plumcreekgolfclub.com/","12401 Lynnwood Boulevard Carmel IN 46033"
"Pottawattamie Country Club","IN","Michigan City","+1-219-872-8624","https://www.pottawattomie.com/","1900 Springland Avenue Michigan City IN 46360"
"Prairie View Golf Club","IN","Carmel","+1-317-816-3100","https://www.prairieviewgc.com/","7000 Longest Drive Carmel IN 46033"
"Prestwick Country Club","IN","Avon","","",""
"Purgatory Golf Club","IN","Noblesville","","",""
"Quail Creek Golf Club","IN","Pittsboro","+1-317-892-2582","https://www.quailcreekgc.com/","7585 Quail Creek Trace Pittsboro IN 46167"
"Raber Golf Course","IN","Bristol","","",""
"Rea Park Golf Course","IN","Terre Haute","+1-812-232-0709","https://www.terrehaute.in.gov/departments/parks/parks-information/rea-park-golf-course.html","3500 South 7th Street Terre Haute IN"
"River Glen Country Club","IN","Fishers","+1-317-849-8274","https://www.riverglencc.com/","12010 Clubhouse Drive Fishers IN 46038"
"Riverbend Golf Course","IN","Fort Wayne","","",""
"Robbinhurst Golf Club","IN","Valparaiso","","",""
"Rock Hollow Golf Course","IN","Peru","","https://www.rockhollowgolf.com/","669 South 250 West Peru IN 46970"
"Rolling Hills Country Club","IN","Newburgh","+1-812-925-3336","https://www.rollinghillsindiana.com/","1666 Old Plank Road Newburgh IN 47630"
"Rolling Meadows Golf Course","IN","Gosport","","",""
"Round Barn Golf Club","IN","Rochester","","",""
"Royal Hylands Golf Club","IN","Knightstown","","",""
"SaddleBrook Golf Club","IN","Indianapolis","","",""
"Saddlebrook Golf Course","IN","Indianapolis","+1-317-290-0539","http://www.saddlebrookgolf.com/","5516 Arabian Run Indianapolis IN 46228"
"Salt Creek Golf Resort","IN","Nashville","","",""
"Sand Creek Country Club","IN","Chesterton","+1 219 395 5200","https://www.sandcreek.com/","1001 Sand Creek Drive South Chesterton IN 46304"
"Sandy Pines Golf Course","IN","DeMotte","+1-219-987-3611","https://www.sandypinesgc.com/","10527 Bunker Drive DeMotte IN 46310"
"Sarah Shank Golf Course","IN","Indianapolis","+1-317-784-0631","https://www.prssgolf.com/sarah_course/","2901 South Keystone Avenue Indianapolis IN 46203"
"Scherwood Golf","IN","Schererville","+1-219-865-2554","https://www.scherwood.com/","600 East Joliet Street Schererville IN 46375"
"Shadowood Golf Course","IN","Seymour","","","333 North Sandy Creek Drive Seymour IN 47274"
"Shady Hills Golf Course","IN","Marion","","",""
"Smock Golf Course","IN","Indianapolis","+1-317-888-0036","https://www.smockgolf.com/","3910 East County Line Road Indianapolis IN 46237"
"South Bend Country Club","IN","South Bend","","",""
"South Gleason Park Course","IN","Gary","+1-219-980-1089","http://www.gary.in.us/parks/golf.asp",""
"South Grove Golf Course","IN","Indianapolis","+1-317-327-7350","https://southgrovegolf.com/","1800 West 18th Street Indianapolis IN 46202"
"South Shore Golf Club","IN","Syracuse","+1-574-457-2832","http://www.golftheshore.com/","10601 North State Road 13 Syracuse IN 46567"
"Southern Dunes Golf Course","IN","Indianapolis","","","8220 Tibbs Ave IN"
"St. Anne's Golf Course","IN","North Vernon","","",""
"Stonycreek Golf Club","IN","Noblesville","","",""
"Sugar Ridge Golf Club","IN","Lawrenceburg","","https://www.sugarridgegc.com/index.htm","21010 State Line Road Lawrenceburg IN 47025"
"Sullivan Elks Country Club","IN","Sullivan","","",""
"Sultan’s Run Golf Club","IN","Jasper","+1 812 482 1009","https://www.sultansrun.com/","1490 North Meridian Road Jasper IN 47546"
"Sunrise Golf Course","IN","Madison","","http://www.madisonparks.com/p_sunrisegolfcourse.asp",""
"Swan Lake Golf Courses","IN","Plymouth","+1 574-935-5680; +1 574-936-9798","https://www.swanlakeresort.com/","5203 Plymouth Laporte Trail Plymouth IN 46563"
"Sycamore Golf Club","IN","North Manchester","","","6002 E. Hwy 114 North Manchester IN 46962"
"Sycamore Hills Golf Club","IN","Fort Wayne","+1-260-625-4324","https://www.sycamorehillsgolfclub.com/","11836 Covington Road Fort Wayne IN 46814"
"Tameka Woods Golf Course","IN","Trafalgar","","",""
"The Brassie Golf Club","IN","Chesterton","","",""
"The Country Club of Indianapolis","IN","Indianapolis","+1-317-291-9770","https://www.ccindianapolis.com/","2801 Country Club Road Indianapolis IN 46234"
"The Fort Golf Course","IN","Indianapolis","+1-317-543-9597","https://www.thefortgolfcourse.com/","6002 North Post Road Indianapolis IN 46216"
"The Golf Club at Eagle Pointe","IN","Bloomington","","","2250 East Pointe Road Bloomington IN 47401"
"The Hawthorns Golf & Country Club","IN","Fishers","+1-317-845-9100","https://www.hawthornscountryclub.com/","12255 Club Point Fishers IN 46037"
"The Landing Golf Course","IN","Terre Haute","+1-812-460-4000","https://www.thelandingatfortharrison.com/Landing_Golf_Course.php","3350 North 4th Street Terre Haute IN 47804"
"The Players Club at Woodland Trails","IN","Yorktown","+1 765 759 8536","https://theplayersclubgolfcourse.com/","6610 West River Road Yorktown IN 47396"
"The Ravines Golf Course","IN","West Lafayette","","",""
"Thunderbolt Pass Golf Course","IN","Evansville","+1-812-426-2166","https://thunderboltpass.com/","6901 Petersburg Road Evansville IN 47111"
"Timbergate Golf Course","IN","Edinburgh","+1 812 526 3523","http://www.timbergategolf.com/","151 Saint Andrews Avenue Edinburgh IN 46124"
"Tippecanoe Country Club","IN","Monticello","+1 574 5839977","https://www.tippecanoecc.com",""
"Tippecanoe Lake Country Club","IN","Leesburg","","",""
"Tipton Municipal Golf Course","IN","Tipton","","",""
"Tri-County Golf Club","IN","Middletown","","",""
"Turkey Creek Golf Course","IN","Merrillville","","",""
"Twin Bridges Golf Club","IN","Danville","+1-317-745-9098","https://www.twinbridgesgolfclub.com/","1001 Cartersburg Road Danville IN 46122"
"Twin Lakes Golf Club","IN","Carmel","+1-317-872-3387","https://www.twinlakesgolfclub.com/","3200 West 96th Street Carmel IN 46032"
"Ulen Country Club","IN","Lebanon","+1-765-482-5310","https://www.ulencc.com/","100 Country Club Drive Lebanon IN 46052"
"Valle Vista Golf Course","IN","Greenwood","+1-317-882-2955","https://www.vallevista.com/","755 East Main Street Greenwood IN 46143"
"Valley View Golf Course","IN","Floyds Knobs","+1-812-923-9280","https://valleyviewgolfclub.org/","3748 Lawrence Banet Road Floyds Knobs IN 47119"
"Valparaiso Country Club","IN","Valparaiso","","",""
"Victoria National Golf Club","IN","Newburgh","","",""
"Warren Golf Course","IN","Notre Dame","","",""
"West Chase Golf Club","IN","Brownsburg","+1-317-892-2888","https://www.west-chasegolf.com/","4 Hollaway Boulevard Brownsburg IN 46112"
"West Lafayette Golf Club","IN","West Lafayette","","",""
"Westwood Golf Club","IN","New Castle","","",""
"Whispering Creek Golf Course","IN","New Haven","","",""
"Whispering Pines Golf Course","IN","Walkerton","","",""
"Wicker Memorial Park Golf Course","IN","Highland","","",""
"WIldcat Creek Golf Course","IN","Kokomo","","",""
"William S. Sahm Park Golf Course","IN","Indianapolis","+1-317-842-3848","https://www.sahmgolf.com/",""
"Winding Branch Golf Course","IN","Cambridge City","","",""
"Winding Ridge Gold Cub","IN","Indianapolis","","",""
"Winding River Golf Course","IN","Indianapolis","+1-317-856-7257","https://www.windingrivergc.com/","8015 Mann Road Indianapolis IN 46221"
"Wood Wind Golf Club","IN","Westfield","+1-317-669-8550","https://woodwindgolf.com/","2302 W 161st Street Westfield IN 46074"
"Woodbury Golf Course","IN","Plymouth","","",""
"Wooded View Golf Course","IN","Clarksville","+1-812-283-3382","https://woodedviewgc.com/","2405 Greentree North Clarksville IN 47130"
"Woodland Country Club","IN","Carmel","","",""
"Wyaloosing Creek","IN","Greensburg","+1-812-591-4100","https://wyaloosingcreek.weebly.com/","6869 S State Road 3 Greensburg IN 47240"
"Youche Country Club","IN","Crown Point","+1 219 663 1418","https://youchecc.com/","2301 West 129th Place Crown Point IN 46307"
"Zollner Golf Course","IN","Angola","+1 260 665 4269","https://zollnergc.com/","1215 Thunder Avenue Angola IN 46703"
