"name","state","city","phone","website","address"
"Cahaba Falls Country Club","AL","Centreville","","",""
"The Pines of Chatom Golf Course","AL","Chatom","","","Chatom, AL"
"Mill Creek Golf Course","AL","Citronelle","+1 251-866-7881","https://www.cityofcitronelle.com/tour.asp","17850 Municipal Park Drive, Citronelle, AL, 36522"
"Coosa Pines Golf Club","AL","Coosa Pines","+1 256-378-5529","http://www.coosapinesgolfclub.com/","16615 Plant Road, Childersburg, AL, 35044"
"Point Mallard Golf Course","AL","Decatur","","","Decatur, AL"
"Demopolis Country Club","AL","Demopolis","","",""
"Chesley Oaks Golf Club","AL","Cullman","","","Cullman, AL"
"Lake Forest Golf Club","AL","Daphne","","http://www.lakeforestpoa.org/","1 Golf Terrace, Daphne, AL, 36526"
"Dothan Country Club","AL","Dothan","+1 334 792 6650","https://www.dothancountryclub.com/","200 South Cherokee Avenue, Dothan, AL, 36301"
"Terri Pines Country Club","AL","Cullman","","","Cullman, AL"
"Dogwood Pines at Timbercreek Golf Club","AL","Daphne","","",""
"Pines Magnolia at Timbercreek Golf Club","AL","Daphne","","",""
"Percy Marcum Golf Course","AL","Empire","","",""
"Eufaula Country Club","AL","Eufaula","+1 334 687 2007","https://www.eufaulacountryclub.com/","2650 Country Club Road, Eufaula, AL, 36027"
"Enterprise Country Club","AL","Enterprise","","","Enterprise, AL"
"Terrapin Hills Country Club","AL","Fort Payne","+1 256-845-4624","http://www.terrapinhillscountryclub.com/","5501 Club Drive Northwest, Fort Payne, AL, 35967"
"Country Club of Alabama","AL","Eufaula","","",""
"Cane Creek Golf Course","AL","Anniston","","","Anniston, AL"
"Gadsden Country Club","AL","Gadsden","+1 256-546-0451","https://www.thegadsdencountryclub.com/","1884 Rainbow Drive, Gadsden, AL, 35904"
"Dogwood Hills Golf Club","AL","Flat Rock","+1-251-809-1750","","2385 Douglas Avenue, Brewton, AL, 36426"
"Castle Pines Country Club","AL","Gardendale","","","Gardendale, AL"
"White Blue at Silver Wings Golf Course","AL","Fort Rucker","+1 334-598-2449","https://www.ftruckermwr.com/recreation/silver-wings-golf-course/","Combat Road, Fort Rucker, AL"
"Blue Red at Silver Wings Golf Course","AL","Fort Rucker","+1 334-598-2449","https://www.ftruckermwr.com/recreation/silver-wings-golf-course/","Combat Road, Fort Rucker, AL"
"Red White at Silver Wings Golf Course","AL","Fort Rucker","+1 334-598-2449","https://www.ftruckermwr.com/recreation/silver-wings-golf-course/","Combat Road, Fort Rucker, AL"
"White Blue at Mountain View Golf Course","AL","Graysville","","",""
"Links at Briarmeade","AL","Glencoe","+1 256 842 7977","http://www.redstonemwr.com/recreation/golfing.php","4140 Goss Road, Restone Arsenal, AL, 35809"
"Blue Red at Mountain View Golf Course","AL","Graysville","","",""
"Red White at Mountain View Golf Course","AL","Graysville","","",""
"Pikeville Country Club","AL","Guin","","",""
"Haleyville Country Club","AL","Haleyville","","",""
"Stoney Mountain Golf Club","AL","Guntersville","","","Guntersville, AL"
"The Meadows Golf Course","AL","Harpersville","","","Harpersville, AL"
"Eagles Nest Golf Course at Lake Guntersville State Park","AL","Guntersville","","",""
"Silver Ridge Golf Club","AL","Horton","","","Horton, AL"
"Valleyside Lakeside at Valley Hill Country Club","AL","Huntsville","","",""
"Lakeside Hillside at Valley Hill Country Club","AL","Huntsville","","",""
"Silver King Golf Club","AL","Irvington","","","Irvington, AL"
"Gulf Shores Golf Club","AL","Gulf Shores","","","520 Clubhouse Dr, Gulf Shores, AL, 36542"
"Huntsville Country Club","AL","Huntsville","+1-256-859-3000","https://www.huntsvillecountryclub.com/","2601 Oakwood Avenue, Huntsville, AL, 35810"
"Musgrove Country Club","AL","Jasper","+1 205 221 7900","https://www.musgrovecc.com/","916 Country Club Road, Jasper, AL, 35503"
"Cross Creek Golf Course","AL","Hanceville","","","Hanceville, AL"
"Turtle Point Yacht Country Club","AL","Killen","","","1000 Club Drive, Killen, AL"
"Sunset Landing Golf Course","AL","Huntsville","+1 256-464-5050","https://www.flyhuntsville.com/hsv/sunset-landing-golf-course/","Huntsville, AL"
"Steelwood","AL","Loxley","+1 251-964-7165","https://www.steelwoodcountryclub.com/","31925 Steelwood Ridge Drive, Loxley, AL, 36551"
"Point University Golf Club","AL","Lanett","+1 256-212-1407","https://www.willowpoint.com/","2544 Willow Point Road, Alexander City, AL, 35010"
"Lakewinds Golf Course","AL","Jacksons Gap","+1 256-825-9860","https://www.acpr.me/golf-course.php","County Road 40, Alexander City, AL"
"Colonial Golf Course","AL","Meridianville","+1-256-828-0431","","400 Colonial Drive, Meridianville, AL, 35759"
"Montgomery Country Club","AL","Montgomery","","","Montgomery, AL"
"East at Cypress Tree Golf Course","AL","Maxwell AFB","+1 334 953 2209","","1461 March Street, Maxwell Air Force Base, AL, 36112"
"West at Cypress Tree Golf Course","AL","Maxwell AFB","+1 334 953 2209","","1461 March Street, Maxwell Air Force Base, AL, 36112"
"Fox Run Golf Course","AL","Meridianville","","","Meridianville, AL"
"Regulation at Country Club of Mobile","AL","Mobile","","","4101 Wimbledon Drive, Mobile, AL, 36608"
"Azalea City Golf Course","AL","Mobile","+1 251-208-5150","https://www.cityofmobile.org/azaleagolf/","1000 Gaillard Drive, Mobile, AL, 36608"
"Montevallo Golf Club","AL","Montevallo","+1 205 665 8057","https://www.cityofmontevallo.com/169/Montevallo-Golf-Club","1481 County Road 204, Montevallo, AL, 35115"
"Arrowhead Country Club","AL","Montgomery","+1 334 272 7180","https://www.arrowheadcountryclub.net/","50 Ocala Drive, Montgomery, AL, 36117"
"Wynlakes Golf Country Club","AL","Montgomery","","","Montgomery, AL"
"Hidden Meadows Golf Course","AL","Northport","+1-205-339-3673","https://www.hiddenmeadowsgc.com/","13000 Old Cove Road, Northport, AL, 35473"
"Troy Country Club","AL","Troy","+1 334 566 3463","http://troycountryclub.org/","Troy, AL"
"Cypress Lakes Golf Country Club","AL","Muscle Shoals","","","Muscle Shoals, AL"
"Heron Lakes Country Club","AL","Mobile","+1 251 666 7040","https://heronlakescountryclub.com/","3851 Government Boulevard, Mobile, AL, 36693"
"Deer Run Golf Course","AL","Moulton","","","1175 County Road 100, Moulton, AL, 35650"
"Heritage Golf Course","AL","Oneonta","+1 205-274-2390","https://heritagegolfalabama.com/","1364 Heritage Road, Oneonta, AL, 35121"
"Saugahatchee Country Club","AL","Opelika","","",""
"Cumberland Lake Golf Course","AL","Pinson","","http://www.lakeforestpoa.org/","1 Golf Terrace, Daphne, AL, 36526"
"Fox Ridge Golf Course","AL","Ozark","","","Ozark, AL"
"Lakewood Golf Course","AL","Phenix City","+1 334-291-4726","http://www.phenixcityal.us/default.asp?ID=170","Phenix City, AL"
"Oaks Golf Club at Oak Mountain State Park","AL","Pelham","","",""
"Capitol Hill Golf Club Legislator Course","AL","Prattville","","",""
"Capitol Hill Golf Club Senator Course","AL","Prattville","","",""
"Redmont Country Club","AL","Red Bay","","","Red Bay, AL"
"Capitol Hill Golf Club Judge Course","AL","Prattville","","",""
"Prattville Country Club","AL","Prattville","","",""
"Valley Grande Golf Course","AL","Valley Grande","","","Valley Grande, AL"
"Twin Pines Country Club","AL","Russellville","","","Russellville, AL"
"The General Golf Course at Joe Wheeler State Park","AL","Rogersville","","",""
"Selma Country Club","AL","Selma","+1 334 874 6907","http://www.selmacountryclub.com/","103 West Dallas Avenue, Selma, AL, 36701"
"The Links at Redstone Warrior Course","AL","Redstone Arsenal","+1 256 842 7977","http://www.redstonemwr.com/recreation/golfing.php","4140 Goss Road, Restone Arsenal, AL, 35809"
"Sylacauga Country Club","AL","Sylacauga","","",""
"The Links at Redstone Patriot Course","AL","Redstone Arsenal","+1 256 842 7977","http://www.redstonemwr.com/recreation/golfing.php","4140 Goss Road, Restone Arsenal, AL, 35809"
"Timber Ridge Golf Club","AL","Talladega","","","Talladega, AL"
"Tall Pines Golf Course","AL","Tuscaloosa","","","Tuscaloosa, AL"
"Indian Hills Country Club","AL","Tuscaloosa","","","Tuscaloosa, AL"
"Northriver Yacht Club","AL","Tuscaloosa","","","3100 Yacht Club Way NE, Tuscaloosa, AL, 35406"
"Tennessee Valley Country Club","AL","Tuscumbia","","","Tuscumbia, AL"
"The Silos Golf Club","AL","Trussville","","",""
"Quail Walk Golf Course","AL","Wetumpka","+1 334-567-5014","http://www.quailwalkgolfcourse.org/","Wetumpka, AL"
"The Links at Tuscaloosa","AL","Tuscaloosa","+1 256 842 7977","http://www.redstonemwr.com/recreation/golfing.php","4140 Goss Road, Restone Arsenal, AL, 35809"
"Old Overton Club","AL","Vestavia Hills","","https://www.oldovertonclub.com/","Vestavia Hills, AL"
"Cherokee Ridge Country Club","AL","Union Grove","","","Union Grove, AL"
"Canebrake Golf Club","AL","Athens","+1-256-232-2412","https://www.canebrakeclub.com/","23015 Founders Circle, Athens, AL, 35613"
"Burningtree Country Club","AL","Decatur","","",""
"Stillwaters Golf Club the Highlands Course","AL","Dadeville","","",""
"Cottonwood Golf Club","AL","Montgomery","+1 334-281-3344","https://www.cottonwoodgolfclub.com/","7160 Byron Nelson Boulevard, Montgomery, AL, 36116"
"Heatherwood Hills Country Club","AL","Birmingham","","","Birmingham, AL"
"Dothan National Golf Club","AL","Dothan","+1 334-677-3321","http://www.dothannationalgolfclub.com/","7410 US 231 South, Dothan, AL, 36301"
"Dogwood at Marriotts Grand Hotel Lakewood Golf Club","AL","Point Clear","","",""
"The Bridges at Tartan Pines","AL","Enterprise","+1 334 393 8000","https://www.tartanpinesgolfclub.com/","423 Tarton Way, Enterprise, AL, 36330"
"Azalea at Marriotts Grand Hotel Lakewood Golf Club","AL","Point Clear","","",""
"Peninsula Golf Racquet Club Cypress Marsh Course","AL","Gulf Shores","","","Gulf Shores, AL"
"Vanity Fair Golf Tennis Club","AL","Monroeville","","","Monroeville, AL"
"Qc Golf Rv","AL","Hartselle","","",""
"Gunters Landing Golf Club","AL","Guntersville","+1 256-464-5050","https://www.flyhuntsville.com/hsv/sunset-landing-golf-course/","Guntersville, AL"
"Ridge at Oxmoor Valley Golf Course","AL","Birmingham","","","100 SunBelt Parkway, Birmingham, AL, 35211"
"Shoal Creek Golf Club","AL","Birmingham","","https://www.shoalcreekclub.com/","100 New Williamsburg Drive, Shoal Creek, AL, 35242"
"Valley at Oxmoor Valley Golf Course","AL","Birmingham","","","100 SunBelt Parkway, Birmingham, AL, 35211"
"The Lake at Grand National Golf Course","AL","Opelika","","","3000 Robert Trent Jones Trail, Opelika, AL, 36801"
"Quail Creek Golf Course","AL","Fairhope","+1 251-990-0240","http://www.cofairhope.com/services/quail-creek-golf-course","19841 Quail Creek Drive, Fairhope, AL, 36532"
"The Links at Grand National Golf Course","AL","Opelika","","","3000 Robert Trent Jones Trail, Opelika, AL, 36801"
"Peninsula Golf Racquet Club Lakes Cypress Course","AL","Gulf Shores","","","Gulf Shores, AL"
"Limestone Springs Golf Club","AL","Oneonta","+1 205-274-4653","https://www.limestonesprings.com/","3000 Colonial Drive, Oneonta, AL"
"Peninsula Golf Racquet Club Marsh Lakes Course","AL","Gulf Shores","","","Gulf Shores, AL"
"Cypress Bend at the Craft Farms Resort","AL","Gulf Shores","","",""
"Cotton Creek at the Craft Farms Resort","AL","Gulf Shores","","",""
"Spring Hill College Golf Club","AL","Mobile","+1-251-380-4655","https://www.springhillgolfcourse.com/","4000 Dauphin Street, Mobile, AL, 36608"
"Rock Creek Golf Club","AL","Fairhope","","","Fairhope, AL"
"Magnolia Dogwood at Timbercreek Golf Club","AL","Daphne","","",""
"Highland Park Golf Course","AL","Birmingham","+1 205-322-1902","https://www.highlandparkgolf.com/","3300 Highland Avenue South, Birmingham, AL, 35205"
"Kiva Dunes Golf Course","AL","Gulf Shores","","","Gulf Shores, AL"
"River at Hampton Cove Golf Course","AL","Owens Cross Roads","","",""
"Highlands at Hampton Cove Golf Course","AL","Owens Cross Roads","","",""
"The Shoals Golf Club Fighting Joe Course","AL","Muscle Shoals","","",""
"The Shoals Golf Club Schoolmaster Course","AL","Muscle Shoals","","",""
"Magnolia Grove Golf Club Crossings Course","AL","Mobile","+1 251-645-0075","https://www.rtjgolf.com/magnoliagrove/","7001 Magnolia Grove Parkway, Mobile, AL, 36618"
"Magnolia Grove Golf Club Falls Course","AL","Mobile","+1 251-645-0075","https://www.rtjgolf.com/magnoliagrove/","7001 Magnolia Grove Parkway, Mobile, AL, 36618"
"Lagoon Park Golf Course","AL","Montgomery","+1 334 240 4050","https://www.playmontgomerygolf.com/-about-lagoon-park-golf-course","2855 Lagoon Park Drive, Montgomery, AL, 36109"
"Auburn University Golf Club","AL","Auburn","","","Auburn, AL"
"Goose Pond Colony Resort Lake Course","AL","Scottsboro","","",""
"Horse Creek Golf Course","AL","Dora","","","Dora, AL"
"The Robert Trent Jones Golf Trail at Ross Bridge","AL","Birmingham","","https://www.rtjgolf.com/theshoals/","Birmingham, AL"
"Soldiers Creek Golf Club","AL","Elberta","","","Elberta, AL"
"Moores Mill Golf Club","AL","Auburn","+1 251-866-7881","https://www.cityofcitronelle.com/tour.asp","17850 Municipal Park Drive, Citronelle, AL, 36522"
"Timberline Golf Club","AL","Calera","","",""
"Twin Bridges Golf Club","AL","Gadsden","","","Gadsden, AL"
"Kilgores Roundabout Plantation Golf Course","AL","Cowarts","","","Cowarts, AL"
"The Ledges Golf Course","AL","Huntsville","+1 256-883-0860","https://www.theledges.com/","35 Castle Down Drive, Huntsville, AL, 35802"
"Farmlinks at Pursell Farms","AL","Sylacauga","","","386 Talladega Springs Road, Sylacauga, AL, 35151"
"Ballantrae Golf Club","AL","Pelham","","",""
"Willow Brook Golf Course","AL","Albertville","","","134 Par Drive, Albertville, AL, 35951"
"Emerald Mountain Golf Club","AL","Wetumpka","","","Wetumpka, AL"
"The Whip Golf Club","AL","Altoona","+1 205-559-2692","","2920 Lurleen Drive, Susan Moore, AL, 35952"
"Legacy at Greystone Golf Country Club","AL","Birmingham","","","Birmingham, AL"
"Whispering Pines Golf Course","AL","Oneonta","","","Oneonta, AL"
"Pines Golf Course","AL","Millbrook","","","Millbrook, AL"
"Blackberry Trail Golf Course","AL","Florence","","","Florence, AL"
"Broken Arrow Golf Course","AL","Scottsboro","","",""
"Aroostook Golf Course","AL","Montgomery","","",""
"Plantation Golf Club","AL","Hayden","","","Hayden, AL"
"Ol Colony Golf Complex","AL","Tuscaloosa","","","Tuscaloosa, AL"
"Cider Ridge Golf Club","AL","Oxford","","","Oxford, AL"
"Goose Pond Colony Resort Plantation Course","AL","Scottsboro","","",""
"Lilmole Run Golf Course","AL","Mentone","","","1175 County Road 100, Moulton, AL, 35650"
"Wicker Point Golf Club","AL","Alexander City","+1 256-212-1407","https://www.willowpoint.com/","2544 Willow Point Road, Alexander City, AL, 35010"
