"name","state","city","phone","website","address"
"White Course","NC","Elizabethtown","+1-910-893-1371","https://www.keithhills.com/","216 Country Club Drive, Lillington, NC, 27546"
"Lake Course","NC","Sanford","","",""
"Sanford Municipal Golf Course","NC","Sanford","+1 919 775 8320","https://www.sanfordnc.net/golf/golf.htm","600 Golf Course Lane, Sanford, NC, 27332"
"Tobacco Road Golf Club","NC","Sanford","+1 877 284 3762","https://tobaccoroadgolf.com/","442 Tobacco Road, Sanford, NC, 27332"
"Lonnie Poole Golf Course","NC","Raleigh","+1 919 833 3338","https://www.lonniepoolegolfcourse.com/","1509 Main Campus Drive, Raleigh, NC, 27606"
"Southwick Golf Course","NC","Graham","+1 336 227 2582","http://www.southwickgolf.com/","3136 Southwick Drive, Graham, NC, 27253"
"Brookwood Golf Course","NC","Whitsett","+1 336 449 5544","https://brookwoodgolfcourse.com/","1753 NC 61, Whitsett, NC, 27377"
"Wendell Country Club","NC","Wendell","+1 919 365 7337","http://www.wendellcc.com/","180 Jake May Drive, Wendell, NC, 27591"
"Reedy Creek Golf Course","NC","Four Oaks","+1 919 934 7502","https://www.reedycreekgolf.com/","585 Reedy Creek Road, Four Oaks, NC, 27524"
"Pine Burr Golf Course","NC","Lillington","","",""
"Rolling Hills Country Club","NC","Monroe","+1 704 289 4561","https://www.rollinghillscountryclub.org/","2722 West Roosevelt Boulevard, Monroe, NC, 28110"
"Charlotte National Golf Club","NC","Indian Trail","+1-704-882-8282","https://www.charlottenationalgc.com/","6920 Howey Bottoms Road, Indian Trail, NC, 28079"
"Pine Lake Country Club","NC","Charlotte","+1-704-545-4513","https://www.pinelakecountryclub.com/","5504 Lebanon Road, Charlotte, NC, 28227"
"Charles T. Myers Golf Club","NC","Charlotte","+1 704 536 1692","https://www.myersparkcc.com/","7817 Harrisburg Road, Charlotte, NC, 28215"
"Cabarrus Country Club","NC","Concord","+1 704 786 3104","https://www.cabarruscc.org/","3247 Weddington Road Northwest, Concord, NC, 28027"
"Carolina Golf Club","NC","Grandy","","",""
"The Tradition Golf Club","NC","Charlotte","+1 704 503 7529","https://thetraditiongolfclub.com/","3800 Prosperity Church Road, Charlotte, NC, 28269"
"Kings Mountain Country Club","NC","Kings Mountain","","","109 Country Club Road, Kings Mountain, NC, 28086"
"Meadowbrook Golf Club","NC","Rutherfordton","+1 828 863 2690","https://www.meadowbrookgolfclub.com/","1211 Meadowbrook Road, Rutherfordton, NC, 28139"
"Hendersonville Country Club","NC","Hendersonville","+1 828 692 2261","https://www.hendersonvillecc.com/",""
"Biltmore Forest Country Club","NC","Asheville","+1-828-274-1261","https://www.biltmoreforestcc.com/","31 Stuyvesant Road, Asheville, NC, 28803"
"McCanless Golf Club","NC","Salisbury","+1 704 637 1235","https://themacgc.com/","3515 Stokes Ferry Road, Salisbury, NC, 28146"
"Glen Oaks Golf Club","NC","Maiden","+1 828 428 2451","https://glenoaksgolf.com/","245 Golf Course Road, Maiden, NC, 28650"
"Black Mountain Golf Course","NC","Black Mountain","+1 828 669 2710","https://www.blackmountaingolf.org/","17 Ross Drive, Black Mountain, NC, 28711"
"Grassy Creek Golf & Country Club","NC","Spruce Pine","+1 828 765 7436","https://www.grassycreek.com/","2360 Swiss Pine Lake Drive, Spruce Pine, NC, 28777"
"Lenoir Golf Course","NC","Lenoir","+1 828 754 5093","https://www.lenoirgolfclubinc.com/","701 Norwood Street Southwest, Lenoir, NC, 28645"
"Morehead City Country Club","NC","Morehead City","+1 252 726 4917","https://www.moreheadcitycc.com/","2900 Country Club Road, Morehead City, NC, 28557"
"Willow Springs Country Club","NC","Wilson","+1 252 291 5171","https://www.willowspringscc.com/","US 301, Wilson, NC, 27893"
"The Links at Cotton Valley","NC","Tarboro","+1 252 824 0818","https://thelinksatcottonvalley.com/","2681 US 258, Tarboro, NC, 27886"
"Wilshire Golf Club","NC","Winston-Salem","","",""
"Cape Fear Country Club Golf Course","NC","Wilmington","","","1518 Country Club Road, Wilmington, NC"
"Greensboro Country Club Irving Park Golf Course","NC","Greensboro","","",""
"Landfall Country Club Golf Course","NC","Wilmington","","",""
"Mountain Glen Golf Club","NC","Newland","+1-828-733-5804","https://www.mountainglengolfclub.com/","1 Club House Drive, Newland, NC, 28657"
"Olde Fort","NC","Winnabow","","",""
"Starmount Forest Country Club","NC","Greensboro","","https://www.starmountforest.com/","1 Sam Sneed Drive, Greensboro, NC, 27410"
"Sunset Hills","NC","Charlotte","","https://www.charlottepublicgolf.com/update/","800 Radio Road, Charlotte, NC, 28216"
"Falls Village Golf Club","NC","Durham","","",""
"Jefferson Landing","NC","Jefferson","","https://www.visitjeffersonlanding.com/","184 West Landing Drive, Jefferson, NC, 28640"
"Stone Mountain Golf Club","NC","Traphill","","","155 View Point Drive, Traphill, NC, 28685"
"Trillium Links","NC","Cashiers","","","1 Trillium Center, Cashiers, NC, 28717"
"Carmel Country Club","NC","Charlotte","+1-704-945-9630","https://www.carmelcountryclub.org/","4735 Carmel Road, Charlotte, NC, 28226"
"Dan Valley Golf Course","NC","Stoneville","+1-336-548-6808","",""
"Sequoyah National Golf Club","NC","Whittier","+1-828-497-3000","https://www.sequoyahnational.com/","79 Cahons Road, Whittier, NC, 28789"
"Apple Valley Golf Course","NC","Lake Lure","","","309 Winesap Road, Lake Lure, NC, 28746"
"Lynrock Golf Course","NC","Eden","","",""
"Cleveland Country Club","NC","Shelby","+1-704-482-1764","https://www.clevelandcountryclub.net/","1360 East Marion Street, Shelby, NC, 28150"
"Eagles Chase Golf Club","NC","Marshville","","",""
"Star Hill","NC","Cape Carteret","","",""
"Pinehurst No. 4","NC","Pinehurst","","",""
"Quail Hollow Club","NC","Charlotte","","https://www.quailhollowclub.com/","3700 Gleneagles Road, Charlotte, NC, 28210"
"Catawba Creek Golf Course","NC","Gastonia","","https://www.cityofgastonia.com/catawba-creek-golf-course.html","530 Niblick Drive, Gastonia, NC, 28054"
"Lake Winds Golf Course","NC","Rougemont","","",""
"Cleghorn Golf & Sports Club","NC","Rutherfordton","","",""
"Wildcat Cliffs Country Club","NC","Highlands","","",""
"Elk River Club","NC","Banner Elk","","",""
"Deep Springs Golf Club","NC","Stoneville","","",""
"Mill Creek Country Club","NC","Franklin","","","341 Country Club Drive, Franklin, NC, 28734"
"Cramer Mountain Club","NC","Cramerton","","",""
"Sound of Freedom Golf Course","NC","Havelock","","",""
"Tanglewood Championship Course","NC","Clemmons","","",""
"The Pines","NC","Elizabeth City","","",""
"Meadowlands","NC","Winston-Salem","","",""
"Sandy Ridge Country Club","NC","Dunn","","",""
"Reems Creek Golf Club","NC","Weaverville","","",""
"Pinehurst No. 2","NC","Pinehurst","","",""
"Tot Hill Farm","NC","Asheboro","","","3185 Tot Hill Farm Rd, Asheboro, NC, 27205"
"Jacksonville Country Club","NC","Jacksonville","","",""
"Eagle Point Golf Club","NC","Wilmington","","",""
"Croasdaile Country Club","NC","Durham","","",""
"Hope Valley Country Club","NC","Durham","","https://www.hvcc.org/",""
"Country Club of Asheville","NC","Asheville","","",""
"Lake Toxaway Golf Club","NC","Lake Toxaway","","",""
"High Hampton Golf Club","NC","Cashiers","+1-800-334-2551","http://www.highhamptoninn.com/golf.aspx","1525 Highway 107 South, Cashiers, NC, 28717"
"NorthStone Country Club","NC","Huntersville","+1-704-948-4286","https://www.northstoneclub.com/","15801 Northstone Drive, Huntersville, NC, 28078"
"Oak Hollow Golf Course","NC","High Point","+1-336-883-3260","https://www.oakhollowgc.com/","3400 North Centennial Street, High Point, NC, 27265"
"Deer Brook Golf Club","NC","Shelby","+1 704 482 4653","http://www.deerbrookgolf.net/","210 Deer Brook Drive, Shelby, NC, 28150"
"Prestonwood Country Club","NC","Cary","+1-919-467-2566","https://prestonwood.com/","300 Prestonwood Parkway, Cary, NC, 27513"
"MacGregor Downs Country Club","NC","Cary","+1-919-467-0146","https://www.macgregordowns.org/","430 Saint Andrews Lane, Cary, NC, 27511"
"Bradford Creek Public Golf Course","NC","Greenville","+1-252-329-4653","https://www.greenvillenc.gov/government/recreation-parks/bradford-creek-public-golf-course","4950 Old Pactolus Road, Greenville, NC, 27858"
"Ironwood Golf & Country Club","NC","Greenville","+1-252-752-4653","https://www.ironwoodgolf.com/","200 Golf Club Wynd, Greenville, NC, 27834"
"Umstead Pines Golf & Swim Club","NC","Durham","+1-919-383-1022","https://www.umsteadpines.com/","253 Country Club Drive, Durham, NC, 27712"
"Westport Golf Club","NC","Denver","+1-704-489-8088","https://www.westportgc.com/","7494 Golf Course Road South, Denver, NC, 28037"
"The Emerald Golf Club","NC","New Bern","+1-252-633-4440","https://www.emeraldgc.com/","5000 Clubhouse Drive, New Bern, NC, 28562"
"Ballantyne Country Club","NC","Charlotte","+1-704-544-1404","https://www.ballantyneclub.com/","11120 Ballantyne Crossing Avenue, Charlotte, NC, 28277"
"Raintree Country Club","NC","Charlotte","+1-704-542-8150","http://www.raintreecountryclub.com/","8600 Raintree Lane, Charlotte, NC, 28277"
"Providence Country Club","NC","Charlotte","+1-704-846-8475","https://www.providencecc.com/","6001 Providence Country Club Drive, Charlotte, NC, 28277"
"Firethorne Country Club","NC","Marvin","+1-704-243-2433","https://www.clubcorp.com/Clubs/Firethorne-Country-Club/","1108 Firethorne Club Drive, Marvin, NC, 28173"
"TPC Piper Glen","NC","Charlotte","+1-704-846-1212","https://www.clubcorp.com/Clubs/TPC-Piper-Glen/","4300 Piper Glen Drive, Charlotte, NC, 28277"
"Mimosa Hills Country Club","NC","Morganton","","",""
"Rock Barn","NC","Conover","","",""
"Country Club of Salisbury","NC","Salisbury","+1-704-637-3200","https://www.ccofsalisbury.com/","747 Club Drive, Salisbury, NC, 28144"
"Crescent Golf Club","NC","Salisbury","+1-704-647-0025","http://www.crescentgolfclub.com/","220 Laurel Valley Way, Salisbury, NC, 28144"
"Oak Valley Golf Club","NC","Advance","+1-336-940-2000","https://oakvalleygolfclub.com/","261 Oak Valley Boulevard, Advance, NC, 27006"
"Bermuda Run West","NC","Bermuda Run","","",""
"Salem Glen Country Club","NC","Clemmons","+1-336-712-1010","https://www.salemglen.com/","1000 Glen Day Drive, Clemmons, NC, 27012"
"Pinewood Country Club","NC","Asheboro","+1 336 629 4266","https://www.pinewoodclub.com/","247 Pinewood Road, Asheboro, NC, 27205"
"Sea Trail Golf Links","NC","Sunset Beach","+1 888 321 9076","https://www.seatrail.com/","75 Clubhouse Road, Sunset Beach, NC, 28468"
"Gates Four Golf & Country Club","NC","Fayetteville","+1 910 425 6667","https://www.gatesfour.com/","6775 Irongate Drive, Fayetteville, NC, 28306"
"Bayonet at Puppy Creek","NC","Raeford","+1 888 229 6638","https://www.bayonetgolf.com/","349 South Parker Church Road, Raeford, NC, 28376"
"Pinehurst Course No. 6","NC","Pinehurst","","https://www.pinehurst.com/golf/courses/no-6/",""
"Holly","NC","Harbinger","","",""
"Magnolia","NC","Leland","","",""
"North Course","NC","Pinehurst","","",""
"South Course","NC","Pinehurst","","",""
"The River Course","NC","Louisburg","","",""
"Hyland Golf Club","NC","Southern Pines","+1 910 692 6400","https://www.hylandgolfclub.com/","115 Fairway Avenue, Southern Pines, NC, 28387"
"Pine Needles","NC","Southern Pines","+1 910 692 7111","http://www.pineneedles-midpines.com/pine-needles/","1005 Midland Road, Southern Pines, NC, 28387"
"The Woods Golf Club","NC","Whispering Pines","+19109494653","https://www.thewoodsgolfclub.com/","26 Sandpiper Drive, Whispering Pines, NC, 28327"
"Longleaf Golf & Family Club","NC","Southern Pines","+1 910 692 6100","https://www.longleafgfc.com/","10 Knoll Road, Southern Pines, NC, 28387"
"Mid South Club","NC","Southern Pines","","https://talamoregolfresort.com/resort-golf/mid-south/",""
"Pinehurst Course No. 9","NC","Pinehurst","","",""
"Country Club of North Carolina - Dogwood","NC","Pinehurst","+1-910-692-6565","https://www.ccofnc.com/public/home-597.html","1600 Morganton Road, Pinehurst, NC, 28374"
"Grey Fox","NC","Jackson Springs","","",""
"Red Fox","NC","Tryon","","",""
"7 Lakes Golf Club","NC","Seven Lakes","+1 910 673 4653","https://golf7lakes.com/","174 Devonshire Drive, Seven Lakes, NC, 27376"
"Maples","NC","Sunset Beach","","",""
"Anderson Creek Club","NC","Spring Lake","+1 910 814 2115","https://andersoncreekclub.com","125 Whispering Pines Drive, Spring Lake, NC, 28390"
"Devils Ridge Golf Club","NC","Holly Springs","+1 919 557 6100","https://www.clubcorp.com/Clubs/Devils-Ridge-Golf-Club/","5107 Linksland Drive, Holly Springs, NC, 27540"
"12 Oaks","NC","Holly Springs","","",""
"Creek Course","NC","Sanford","","",""
"Quail Ridge Golf Club","NC","Sanford","+1 919 776 6623","https://www.quailridgegolfcourse.com/","5634 Quail Ridge Drive, Sanford, NC, 27332"
"The Preserve at Jordan Lake Golf Club","NC","Chapel Hill","+1 919 542 5501","https://thepreservegolf.com/","840 The Preserve Trail, Chapel Hill, NC, 27517"
"Eagle Ridge Golf Club","NC","Raleigh","+1 919 661 6300","http://www.rgac.com/er-golf.cfm","565 Competition Road, Raleigh, NC, 27603"
"Raleigh Golf Association","NC","Raleigh","+1 919 772 9987","https://www.rgagolf.net/","1527 Tryon Road, Raleigh, NC, 27603"
"Siler City Country Club","NC","Siler City","+1 919 742 3721","https://www.silercitycountryclub.com/","150 Country Club Drive, Siler City, NC, 27344"
"Alamance Country Club","NC","Burlington","+1 336 584 0345","https://www.alamancecountryclub.com/","2402 Pineway Drive, Burlington, NC, 27215"
"Stoney Creek Golf Club","NC","Stoney Creek","+1 336 449 5688","https://stoneycreekgolf.com/","911 Golf House Road, Stoney Creek, NC, 27377"
"Mill Creek Golf Club","NC","Mebane","+1 919 563 4653","https://www.golfmillcreek.com/","1700 Saint Andrews Drive, Mebane, NC, 27302"
"The Valley Golf Course","NC","Burlington","+1 336 584 7871","https://www.burlingtonnc.gov/1309/Golf-Course","1005 Indian Valley Drive, Burlington, NC, 27217"
"Treyburn Country Club","NC","Durham","+1 919 620 0184","https://www.treyburncc.com/","1 Old Trail Drive, Durham, NC, 27712"
"Brier Creek Country Club","NC","Raleigh","+1 919 206 4600","https://www.briercreekcc.com/","9400 Club Hill Drive, Raleigh, NC, 27617"
"Roxboro Country Club","NC","Roxboro","+1 336 599 2332","http://www.roxborocountryclub.com/","260 Club House Road, Roxboro, NC, 27574"
"Henderson Country Club","NC","Henderson","+1 252 438 3095","https://www.hendersoncc.org/","300 Country Club Drive, Henderson, NC, 27536"
"Kerr Lake Country Club","NC","Henderson","+1 252 492 1895","https://www.kerrlakecountryclub.com/","600 Hedrick Drive, Henderson, NC, 27536"
"Olde Liberty Golf Club","NC","Youngsville","+1-919-554-4690","https://www.oldelibertygolfnc.com/","100 Commonwealth Drive, Youngsville, NC, 27596"
"The Hasentree Club","NC","Wake Forest","+1 919 556 3429","https://www.hasentreecountryclub.com/","1200 Keith Road, Wake Forest, NC, 27587"
"TPC Wakefield Plantation","NC","Raleigh","+1 919 488 5100","https://www.ccwakefieldplantation.com/","2201 Wakefield Plantation Drive, Raleigh, NC, 27614"
"The Heritage Club","NC","Wake Forest","+1 919 453 2020","https://www.playheritagegolf.com/","1250 Heritage Club Avenue, Wake Forest, NC, 27587"
"Belmont Lake Golf Club","NC","Rocky Mount","+1 252 973 0800","https://www.belmontlakegolfclub.com/","201 Belmont Club Way, Rocky Mount, NC, 27804"
"Neuse Golf Club","NC","Clayton","+1 919 550 0550","https://www.clubcorp.com/Clubs/Neuse-Golf-Club/","918 Birkdale Drive, Clayton, NC, 27527"
"Riverwood Golf Club","NC","Clayton","+1 919 550 1919","http://www.rgac.com/rw-golf.cfm","400 Riverwood Drive, Clayton, NC, 27527"
"Pine Hollow Golf Club","NC","Clayton","+1 919 553 4554","https://www.pinehollowgolf.com/","3300 Garner Road, Clayton, NC, 27520"
"Country Club of Johnston County","NC","Smithfield","+1 919 934 4166","https://www.ccjohnstoncounty.com/","694 Country Club Road, Smithfield, NC, 27577"
"Baywood Golf Club","NC","Fayetteville","+1 910 483 4330","https://www.baywoodgc.com/","904 Four Wood Drive, Fayetteville, NC, 28312"
"King's Grant Golf and Country Club","NC","Fayetteville","+1 910 630 1111","http://www.kingsgrantlife.com/","347 Shawcroft Road, Fayetteville, NC, 28311"
"Emerald Lake Golf Club","NC","Matthews","+1 704 882 7888","https://www.emeraldlakegolfclub.com/","9750 Tournament Drive, Matthews, NC, 28104"
"The Divide Golf Club","NC","Matthews","+1 704 628 6438","https://www.thedividegolfclub.com/","6803 Stevens Mill Road, Matthews, NC, 28104"
"Olde Sycamore Golf Plantation","NC","Charlotte","+1 704 573 1000","https://www.oldesycamoregolf.com/","7500 Olde Sycamore Drive, Charlotte, NC, 28227"
"River Run Country Club","NC","Davidson","+1 704 892 4633","https://www.clubcorp.com/Clubs/River-Run-Country-Club","19125 River Falls Drive, Davidson, NC, 28036"
"Skybrook Golf Course","NC","Huntersville","+1 704 948 6611","https://www.skybrookgolf.com/","14720 Northgreen Drive, Huntersville, NC, 28078"
"Highland Creek Golf Club","NC","Charlotte","+1 704 875 9000","https://highlandcreekgolfclub.com/","7101 Highland Creek Parkway, Charlotte, NC, 28269"
"Mallard Head Country Club","NC","Mooresville","+1 704 664 7031","http://www.mallardheadcc.com/","185 Mallard Way, Mooresville, NC, 28117"
"Mooresville Golf Course","NC","Mooresville","+1 704 663 2539","http://mooresvillegolfcourse.com/","800 Golf Course Drive, Mooresville, NC, 28115"
"Verdict Ridge Golf & Country Club","NC","Denver","+1 704 257 0100","https://www.verdictridge.com/","7332 Kidville Road, Denver, NC, 28037"
"Birkdale Golf Club","NC","Huntersville","+1 704 895 8038","https://birkdale.com/","16500 Birkdale Commons Parkway, Huntersville, NC, 28078"
"The Peninsula Club","NC","Cornelius","+1 704 896 7080","https://www.thepeninsulaclub.com/","19101 Peninsula Club Drive, Cornelius, NC, 28031"
"Trump National Golf Club Charlotte","NC","Mooresville","+1 704 799 7300","https://www.trumpnationalcharlotte.com/","120 Trump Square, Mooresville, NC, 28117"
"Champion Hills","NC","Hendersonville","+1 800 633 5122","https://www.championhills.com/",""
"Cummings Cove Golf and Country Club","NC","Hendersonville","+1 828 891 9412","https://www.cummingscove.com/golf/","Cummings Road, Hendersonville, NC"
"Asheville Municipal Golf Course","NC","Asheville","+1 828 298 1867","https://www.ashevillenc.gov/Departments/ParksRecreation/ParksFacilitiesInventory/MunicipalGolfCourse.aspx","226 Fairway Drive, Asheville, NC, 28805"
"Legacy Golf Links","NC","Aberdeen","+1 910 944 8825","https://www.legacygolfnc.com/","12615 US 15-501, Aberdeen, NC, 28805"
"Oakwoods Country Club","NC","Wilkesboro","+1 336 838 3011","https://www.oakwoodscc.com/","541 Clubhouse Road, Wilkesboro, NC, 28697"
"Lincoln Country Club","NC","Lincolnton","+1 704 735 1382","http://www.lincolncountryclub.net/","2052 Country Club Road, Lincolnton, NC, 28092"
"Pudding Ridge Golf Club","NC","Mocksville","+1 336 940 4653","https://www.puddingridge.com/","224 Cornwallis Drive, Mocksville, NC, 27028"
"The 500 Club Golf Course","NC","Statesville","","",""
"Colonial Country Club","NC","Thomasville","+1-336-472-7501","https://www.ccc-nc.com/","7047 Colonial Club Drive, Thomasville, NC, 27360"
"Oak Hills Golf and Event Center","NC","Eden","+1 336 623 6381","https://www.oakhillsgolfandeventcenter.com/","436 East Stadium Drive, Eden, NC, 27288"
"Crystal Coast Country Club","NC","Pine Knoll Shores","","https://crystalcoastcc.com/",""
"Wilson Country Club","NC","Wilson","+1 252 291 3815","https://www.wilsoncc.org/","4509 Country Club Drive, Wilson, NC, 27896"
"Lane Tree Golf Club","NC","Goldsboro","+1 919 734 1245","https://www.lanetree.com/","2317 Salem Church Road, Goldsboro, NC, 27530"
"Sea Scape Golf Links","NC","Kitty Hawk","","",""
"Grandfather Golf & Country Club","NC","Linville","+1-828-898-4531","https://www.grandfatherclubnc.com/","2120 NC Highway 105 South, Linville, NC, 28646"
"Chapel Hill Country Club","NC","Chapel Hill","","",""
"Highlands Country Club","NC","Highlands","+1 828 526 2181","https://www.highlandscountryclub.com/","981 Dillard Road, Highlands, NC, 28741"
"Members Club","NC","Southport","","https://www.stjamesplantation.com/lifestyle/championship-golf/members-club-golf/",""
"Broadmoor Golf Links","NC","Fletcher","+1 800 238-5795","http://broadmoorlinks.com/","101 French Broad Lane, Fletcher, NC, 28732"
"Linville Ridge","NC","Linville","","https://www.linvilleridge.com/","700 Ridge Drive, Linville, NC, 28646"
"Beech Mountain Club","NC","Beech Mountain","+1-828-387-4208","https://beechmtn.club/","103 Lakeledge Road, Beech Mountain, NC, 28604"
"Linville Land Harbor Golf Club","NC","Newland","","https://linvillelandharborgolf.com/","1665 Goose Hollow Road, Newland, NC, 28657"
"Stonebridge Golf Club","NC","Monroe","","",""
